"ACCNTNMB","TARGDOL","TARGRESP"
17034432,10,1
17034744,0,0
17035019,0,0
17035274,0,0
17035313,5,1
17035812,0,0
17035822,0,0
17036104,0,0
17036370,2,1
17036645,0,0
17036822,0,0
17037128,0,0
17037194,0,0
17037330,15,1
17037556,25,1
17037750,0,0
17038146,0,0
17038183,5,1
17038400,3,1
17038632,5,1
17038880,0,0
17038886,0,0
17039432,0,0
17039590,25,1
17039685,0,0
17039923,0,0
17040195,5,1
17040361,0,0
17040676,0,0
17040939,0,0
17041190,5,1
17041443,0,0
17041836,0,0
17041958,20,2
17042267,0,0
17042520,8,1
17042711,0,0
17042745,0,0
17043128,0,0
17043255,0,0
17043365,0,0
17043604,0,0
17043881,5,1
17044014,0,0
17044381,5,1
17044656,0,0
17044878,0,0
17045092,0,0
17045617,10,1
17045850,0,0
17045897,0,0
17046093,0,0
17046361,0,0
17046881,0,0
17047049,0,0
17047145,0,0
17047427,5,1
17047678,0,0
17048036,0,0
17048199,0,0
17048431,0,0
17048667,0,0
17048858,0,0
17048921,0,0
17049451,0,0
17049669,0,0
17049955,0,0
17050213,10,1
17050647,0,0
17050757,0,0
17050961,0,0
17051205,2,1
17051451,0,0
17051537,0,0
17051881,0,0
17052394,0,0
17052613,0,0
17052680,0,0
17053235,0,0
17053494,0,0
17053793,0,0
17054009,2,1
17054258,0,0
17054483,3,1
17054738,0,0
17055022,0,0
17055261,0,0
17055720,25,1
17055992,10,1
17056131,0,0
17056239,0,0
17056495,0,0
17056916,0,0
17056964,0,0
17057222,0,0
17057492,0,0
17057514,0,0
17057740,0,0
17058297,0,0
17058622,0,0
17058883,0,0
17058935,0,0
17059130,5,1
17059668,0,0
17059899,0,0
17060165,0,0
17060425,0,0
17061002,0,0
17061230,5,1
17061309,0,0
17061484,0,0
17061716,0,0
17062233,0,0
17062488,0,0
17062511,0,0
17062745,0,0
17063043,0,0
17063516,0,0
17063780,5,1
17063835,20,1
17064077,0,0
17064333,0,0
17064882,5,1
17064891,0,0
17065173,0,0
17065450,5,1
17065732,0,0
17066513,2,1
17066833,0,0
17066895,0,0
17067116,0,0
17067625,0,0
17067908,5,1
17068136,0,0
17068186,5,1
17068440,0,0
17068992,5,1
17069228,0,0
17069332,0,0
17069492,0,0
17069711,0,0
17070214,5,1
17070444,0,0
17070683,0,0
17070698,5,1
17070959,0,0
17071501,0,0
17071780,0,0
17072076,5,1
17072303,0,0
17072632,0,0
17072768,10,1
17072983,0,0
17073274,5,1
17073540,0,0
17073963,0,0
17074023,7,1
17074264,0,0
17074521,0,0
17074568,0,0
17074792,0,0
17075289,5,1
17075536,3,1
17075777,0,0
17076027,0,0
17076032,0,0
17076568,0,0
17076777,0,0
17077110,0,0
17077394,0,0
17077956,2,1
17078146,0,0
17078201,5,1
17078474,0,0
17078747,0,0
17079227,0,0
17079315,0,0
17079574,0,0
17079818,0,0
17080103,0,0
17080118,5,1
17080611,0,0
17080829,0,0
17080848,0,0
17081055,0,0
17081257,0,0
17081643,0,0
17081697,0,0
17081972,0,0
17082235,0,0
17082417,0,0
17082447,0,0
17083017,7,1
17083288,10,1
17083531,5,1
17083776,0,0
17083866,0,0
17084286,0,0
17084522,0,0
17084552,0,0
17084783,10,1
17085037,0,0
17085459,10,1
17085688,25,1
17085987,10,1
17086243,0,0
17086247,0,0
17086692,5,1
17087001,0,0
17087147,0,0
17087253,0,0
17087484,0,0
17087810,0,0
17087952,0,0
17088197,15,1
17088487,0,0
17088621,0,0
17088755,0,0
17089272,0,0
17089543,0,0
17090076,0,0
17090324,0,0
17090503,0,0
17090830,0,0
17091094,0,0
17091337,5,1
17091449,0,0
17091568,5,1
17092026,0,0
17092058,0,0
17092303,0,0
17092557,0,0
17092790,5,1
17092895,0,0
17093245,0,0
17093503,3,1
17093769,0,0
17094064,5,1
17094116,0,0
17094602,0,0
17094772,0,0
17094838,0,0
17095089,0,0
17095305,0,0
17095454,0,0
17095919,0,0
17096064,0,0
17096154,0,0
17096386,0,0
17096643,0,0
17097166,0,0
17097430,10,1
17097691,0,0
17097961,10,1
17098288,0,0
17098477,0,0
17098764,0,0
17098988,0,0
17099183,0,0
17099204,5,1
17099675,5,1
17099946,2,1
17100248,20,1
17100530,0,0
17100786,0,0
17101041,0,0
17101290,0,0
17101560,0,0
17101799,0,0
17102088,0,0
17102357,0,0
17102614,0,0
17102858,0,0
17103111,10,1
17103543,0,0
17103629,0,0
17103889,0,0
17104156,0,0
17104410,0,0
17104417,0,0
17104804,0,0
17104895,10,1
17105183,0,0
17105463,0,0
17105561,0,0
17105764,0,0
17106291,0,0
17106552,0,0
17106834,0,0
17107097,2,1
17107352,5,1
17107656,0,0
17107941,0,0
17108176,0,0
17108254,0,0
17108430,0,0
17108990,10,1
17109060,0,0
17109222,5,1
17109504,0,0
17109764,0,0
17110169,0,0
17110264,0,0
17110519,10,1
17110808,0,0
17111080,10,1
17111667,0,0
17111920,3,1
17111922,0,0
17112207,2,1
17112468,5,1
17112642,20,1
17113046,2,1
17113318,0,0
17113631,2,1
17113880,0,0
17113895,0,0
17114395,0,0
17114642,10,1
17114810,0,0
17114931,0,0
17115222,5,1
17115773,8,1
17116029,0,0
17116305,0,0
17116577,0,0
17117194,0,0
17117319,0,0
17117418,10,1
17117689,2,1
17117934,5,1
17118509,0,0
17118739,0,0
17118784,0,0
17119053,0,0
17119339,0,0
17119510,0,0
17119926,0,0
17120174,0,0
17120403,0,0
17120504,0,0
17120789,0,0
17121283,0,0
17121537,0,0
17122004,0,0
17122139,0,0
17122279,0,0
17122806,5,1
17123058,0,0
17123219,0,0
17123313,0,0
17123575,5,1
17124104,0,0
17124373,10,1
17124644,0,0
17124691,0,0
17124948,0,0
17125459,5,1
17125699,0,0
17125736,0,0
17126020,0,0
17126251,0,0
17126772,0,0
17127022,0,0
17127287,0,0
17127565,0,0
17128442,3,1
17128497,0,0
17128766,5,1
17129016,0,0
17129271,0,0
17129421,0,0
17129776,0,0
17130041,0,0
17130196,0,0
17130276,0,0
17130559,0,0
17130917,0,0
17131105,10,1
17131363,0,0
17131653,0,0
17131929,0,0
17132441,5,1
17132731,0,0
17132900,0,0
17133036,10,1
17133339,2,1
17133925,0,0
17134190,0,0
17134424,0,0
17134459,3,1
17134746,2,1
17135582,0,0
17135644,0,0
17135936,0,0
17136218,0,0
17136268,0,0
17136763,0,0
17137052,0,0
17137384,0,0
17137554,0,0
17137658,0,0
17138164,0,0
17138464,0,0
17138697,0,0
17138733,0,0
17139027,0,0
17139545,0,0
17139600,10,1
17139857,0,0
17140147,0,0
17140387,0,0
17140468,0,0
17140971,0,0
17141259,5,1
17141549,15,1
17141818,5,1
17142145,0,0
17142293,0,0
17142541,0,0
17142755,0,0
17142854,0,0
17142948,0,0
17143239,0,0
17143414,0,0
17143621,0,0
17143628,0,0
17143819,0,0
17144046,0,0
17144506,0,0
17144618,0,0
17145105,6,1
17145363,0,0
17145377,0,0
17145664,0,0
17145954,0,0
17146223,0,0
17146386,0,0
17146485,10,1
17146776,5,1
17147070,0,0
17147526,0,0
17147761,0,0
17147763,2,1
17148023,0,0
17148271,0,0
17148302,0,0
17148803,0,0
17148856,0,0
17149084,0,0
17149393,0,0
17149472,0,0
17149700,0,0
17150204,0,0
17150387,0,0
17150669,0,0
17150900,0,0
17150933,10,1
17151489,0,0
17151545,0,0
17151753,0,0
17152021,10,1
17152288,0,0
17152487,0,0
17152762,0,0
17153040,0,0
17153287,0,0
17153314,0,0
17153555,0,0
17154023,5,1
17154258,0,0
17154535,0,0
17154796,3,1
17154937,0,0
17155298,7,1
17155587,0,0
17155659,0,0
17155871,0,0
17156135,0,0
17156645,0,0
17156734,0,0
17156913,0,0
17157196,0,0
17157428,0,0
17157599,0,0
17157837,0,0
17158100,0,0
17158357,0,0
17158603,0,0
17159032,0,0
17159092,0,0
17159326,25,1
17159570,0,0
17159843,0,0
17159849,0,0
17160304,0,0
17160565,0,0
17160782,0,0
17160822,0,0
17161076,0,0
17161278,0,0
17161559,0,0
17161792,0,0
17162081,10,1
17162272,0,0
17162490,0,0
17162768,0,0
17163034,3,1
17163138,0,0
17163310,0,0
17163533,0,0
17163708,0,0
17163988,0,0
17164199,0,0
17164440,0,0
17164753,0,0
17164861,0,0
17165297,0,0
17165580,0,0
17165853,0,0
17166111,3,1
17166593,0,0
17166855,5,1
17167117,5,1
17167132,0,0
17167356,5,1
17167859,2,1
17167965,0,0
17168120,5,1
17168359,0,0
17168628,0,0
17169095,0,0
17169134,0,0
17169402,0,0
17169607,0,0
17169859,0,0
17170113,0,0
17170316,0,0
17170519,5,1
17170743,2,1
17170993,10,1
17171513,5,1
17171778,5,1
17172047,0,0
17172084,0,0
17172279,10,1
17172698,25,1
17172753,0,0
17173015,0,0
17173292,0,0
17173341,0,0
17173529,0,0
17174083,0,0
17174231,0,0
17174341,5,1
17174577,0,0
17174815,0,0
17175291,0,0
17175371,3,1
17175491,0,0
17175772,0,0
17176014,0,0
17176056,0,0
17176531,20,1
17176788,0,0
17177064,0,0
17177302,0,0
17177344,0,0
17177767,0,0
17178000,0,0
17178033,5,1
17178282,0,0
17178529,0,0
17179054,0,0
17179340,0,0
17179507,0,0
17179600,0,0
17179853,5,1
17180203,0,0
17180416,0,0
17180658,0,0
17180836,0,0
17181223,0,0
17181488,10,1
17181891,0,0
17182030,0,0
17182312,5,1
17182527,10,1
17182781,0,0
17183248,0,0
17183469,0,0
17183704,5,1
17184001,0,0
17184344,0,0
17184594,5,1
17184857,5,1
17185145,0,0
17185399,0,0
17185522,0,0
17185904,0,0
17186168,0,0
17186426,0,0
17186666,0,0
17186899,0,0
17187227,5,1
17187532,0,0
17187815,0,0
17188011,0,0
17188283,0,0
17188853,5,1
17189098,0,0
17189131,5,1
17189360,0,0
17189592,0,0
17190103,3,1
17190191,0,0
17190398,10,1
17190651,0,0
17190917,0,0
17191350,10,1
17191400,2,1
17191627,0,0
17191862,0,0
17192099,0,0
17192575,0,0
17192618,10,1
17192866,5,1
17193140,0,0
17193368,5,1
17193881,0,0
17194160,0,0
17194425,0,0
17194654,0,0
17194704,0,0
17195163,0,0
17195356,25,1
17195601,0,0
17195616,0,0
17195827,0,0
17196340,0,0
17196518,0,0
17196629,0,0
17196906,5,1
17197161,5,1
17197405,15,1
17197692,0,0
17198041,0,0
17198369,0,0
17198638,0,0
17199152,0,0
17199458,0,0
17199707,0,0
17199960,5,1
17200173,0,0
17200458,0,0
17200737,10,1
17201010,5,1
17201263,5,1
17201363,0,0
17201741,0,0
17201976,5,1
17202208,3,1
17202515,5,1
17202607,0,0
17203121,5,1
17203380,10,1
17203664,0,0
17203830,0,0
17203940,0,0
17204417,0,0
17204642,0,0
17204898,12,1
17204985,10,1
17205149,5,1
17205577,0,0
17205733,0,0
17205823,0,0
17206068,0,0
17206229,0,0
17206310,0,0
17206759,5,1
17207005,0,0
17207279,0,0
17207297,0,0
17207556,0,0
17208074,0,0
17208317,0,0
17208582,0,0
17208866,5,1
17209350,0,0
17209493,0,0
17209649,0,0
17209900,0,0
17210171,0,0
17210629,0,0
17210683,0,0
17210940,0,0
17211186,30,1
17211446,5,1
17211742,0,0
17212055,5,1
17212360,0,0
17212627,0,0
17212884,0,0
17213007,0,0
17213402,0,0
17213660,0,0
17213941,0,0
17214180,0,0
17214673,0,0
17214697,0,0
17214917,0,0
17215173,0,0
17215471,0,0
17215644,0,0
17216027,0,0
17216278,0,0
17216342,0,0
17216918,0,0
17216957,0,0
17217169,0,0
17217708,0,0
17217978,0,0
17218227,0,0
17218461,0,0
17218524,0,0
17219036,0,0
17219160,0,0
17219346,0,0
17219615,0,0
17219871,1,1
17220117,0,0
17220442,5,1
17220846,0,0
17221004,5,1
17221269,0,0
17221599,5,1
17222197,0,0
17222388,0,0
17222455,0,0
17222693,0,0
17222946,0,0
17223253,0,0
17223900,0,0
17224183,10,1
17224456,0,0
17224697,0,0
17224743,0,0
17224910,0,0
17225320,0,0
17225443,0,0
17225531,5,1
17225727,10,1
17225892,0,0
17225920,0,0
17226242,0,0
17226313,0,0
17226518,0,0
17226599,0,0
17226715,0,0
17226930,0,0
17227326,0,0
17227426,0,0
17227680,0,0
17227848,0,0
17227966,0,0
17228218,0,0
17228500,0,0
17228743,20,1
17229021,0,0
17229128,0,0
17229258,20,1
17229473,10,1
17229970,5,1
17230262,15,1
17230297,0,0
17230546,0,0
17230815,0,0
17230925,0,0
17231284,0,0
17231447,0,0
17231517,0,0
17231794,0,0
17232036,0,0
17232051,0,0
17232578,0,0
17232786,0,0
17233023,10,1
17233200,0,0
17233256,0,0
17233676,0,0
17233791,5,1
17234044,15,1
17234243,0,0
17234295,0,0
17234489,0,0
17234721,10,1
17234983,0,0
17235274,0,0
17235522,0,0
17235778,15,1
17235951,0,0
17236264,0,0
17236522,2,1
17236653,10,1
17236836,0,0
17237128,20,1
17237385,0,0
17237600,20,1
17237843,0,0
17238011,50,1
17238050,10,1
17238319,0,0
17238808,0,0
17239066,5,1
17239301,5,1
17239560,0,0
17239566,10,1
17240095,5,1
17240331,0,0
17240466,0,0
17240605,0,0
17240834,0,0
17241305,0,0
17241358,0,0
17241608,0,0
17241835,0,0
17242095,0,0
17242299,0,0
17242692,0,0
17242911,0,0
17243138,0,0
17243385,0,0
17243847,0,0
17244119,0,0
17244293,0,0
17244374,5,1
17244623,0,0
17245102,0,0
17245130,0,0
17245338,0,0
17245608,5,1
17245887,10,1
17246133,0,0
17246419,0,0
17246673,0,0
17246938,5,1
17247073,0,0
17247189,0,0
17247676,5,1
17247871,0,0
17248009,0,0
17248099,0,0
17248374,0,0
17248485,0,0
17248873,10,1
17249117,10,1
17249233,0,0
17249326,0,0
17249585,0,0
17250055,10,1
17250089,0,0
17250314,0,0
17250548,5,1
17250800,5,1
17251234,0,0
17251491,0,0
17251707,0,0
17251741,0,0
17251969,0,0
17252437,10,1
17252643,0,0
17252681,10,1
17252885,0,0
17253108,0,0
17253595,0,0
17253666,0,0
17253819,0,0
17254041,20,1
17254243,0,0
17254282,5,1
17254728,0,0
17254960,0,0
17255194,0,0
17255409,0,0
17255931,5,1
17256132,0,0
17256149,0,0
17256388,0,0
17256655,0,0
17257190,0,0
17257322,20,1
17257409,5,1
17257623,0,0
17257867,0,0
17258338,0,0
17258426,0,0
17258589,0,0
17258851,0,0
17259093,0,0
17259439,0,0
17259631,0,0
17259863,5,1
17260086,5,1
17260329,10,1
17260793,0,0
17261037,0,0
17261298,0,0
17261299,0,0
17261543,0,0
17261994,0,0
17262091,0,0
17262336,0,0
17262552,0,0
17262625,0,0
17262849,0,0
17263334,0,0
17263360,0,0
17263590,0,0
17263798,0,0
17264043,0,0
17264277,10,1
17264475,0,0
17264774,5,1
17264899,0,0
17265005,0,0
17265210,0,0
17265687,0,0
17265689,0,0
17265915,0,0
17266162,0,0
17266388,2,1
17266571,0,0
17266869,0,0
17267116,0,0
17267347,0,0
17267557,0,0
17268031,5,1
17268087,0,0
17268321,0,0
17268555,5,1
17268808,0,0
17269157,0,0
17269290,0,0
17269512,0,0
17269764,0,0
17269821,0,0
17269993,0,0
17270496,10,1
17270565,0,0
17270749,0,0
17271000,0,0
17271262,0,0
17271729,0,0
17271973,0,0
17272187,0,0
17272458,0,0
17272955,0,0
17272980,0,0
17273249,0,0
17273502,0,0
17273761,0,0
17274253,0,0
17274275,0,0
17274523,0,0
17274792,0,0
17275034,10,1
17275315,0,0
17275536,0,0
17275776,0,0
17275990,2,1
17276032,0,0
17276227,10,1
17276979,0,0
17277236,0,0
17277499,0,0
17277756,0,0
17277763,0,0
17278252,0,0
17278530,0,0
17278761,3,1
17279005,10,1
17279015,0,0
17279465,0,0
17279515,0,0
17279651,5,1
17279886,3,1
17279893,0,0
17280127,0,0
17280604,0,0
17280861,0,0
17281093,0,0
17281221,0,0
17281337,0,0
17281688,0,0
17281787,0,0
17282045,0,0
17282258,5,1
17282439,10,1
17282554,5,1
17283007,0,0
17283104,0,0
17283246,0,0
17283523,0,0
17283765,0,0
17284313,3,1
17284594,0,0
17284611,0,0
17284842,5,1
17285101,0,0
17285331,0,0
17285629,0,0
17285886,5,1
17286105,50,1
17286136,0,0
17286403,10,1
17286908,3,1
17287162,0,0
17287337,0,0
17287368,0,0
17287630,0,0
17288113,0,0
17288356,0,0
17288590,0,0
17288850,10,1
17289335,5,1
17289567,0,0
17289725,0,0
17289806,0,0
17290058,0,0
17290580,0,0
17290655,10,1
17290840,0,0
17291107,2,1
17291238,0,0
17291301,0,0
17291716,0,0
17291789,0,0
17292039,0,0
17292246,0,0
17292478,0,0
17292835,0,0
17292946,0,0
17293160,0,0
17293377,0,0
17293587,0,0
17293599,0,0
17294082,0,0
17294336,20,1
17294494,0,0
17294571,0,0
17294845,0,0
17295310,0,0
17295435,0,0
17295584,0,0
17295802,2,1
17296068,0,0
17296594,0,0
17296814,0,0
17297136,0,0
17297339,0,0
17297784,0,0
17297808,0,0
17297994,0,0
17298206,0,0
17298245,0,0
17298439,0,0
17298850,15,1
17299092,0,0
17299200,0,0
17299327,0,0
17299560,0,0
17300030,10,1
17300269,0,0
17300701,0,0
17300829,0,0
17300948,10,1
17301416,5,1
17301659,0,0
17301923,0,0
17302064,0,0
17302153,0,0
17302614,0,0
17302886,0,0
17303162,0,0
17303263,5,1
17303406,0,0
17303878,0,0
17304109,0,0
17304138,0,0
17304371,0,0
17304602,0,0
17305085,0,0
17305307,0,0
17305557,0,0
17305568,0,0
17305795,0,0
17306251,0,0
17306312,0,0
17306492,0,0
17306713,15,1
17306950,0,0
17307448,0,0
17307463,0,0
17307709,0,0
17307970,0,0
17308185,0,0
17308253,0,0
17308760,2,1
17308996,5,1
17309217,0,0
17309652,0,0
17310141,0,0
17310413,5,1
17310537,0,0
17310653,10,1
17310906,0,0
17311189,0,0
17311374,0,0
17311645,3,1
17311881,0,0
17312109,0,0
17312334,1,1
17312582,0,0
17312802,0,0
17313066,2,1
17313337,0,0
17313428,0,0
17313920,10,1
17314204,0,0
17314461,0,0
17314697,25,1
17314974,0,0
17315151,0,0
17315403,0,0
17315647,0,0
17315689,0,0
17315905,0,0
17316300,0,0
17316384,0,0
17316625,0,0
17316880,5,1
17317082,0,0
17317123,0,0
17317602,0,0
17317848,5,1
17318101,0,0
17318355,0,0
17318873,2,1
17319088,0,0
17319093,0,0
17319354,0,0
17319609,10,1
17320081,0,0
17320121,0,0
17320344,0,0
17320543,0,0
17320731,0,0
17320753,0,0
17321254,0,0
17321339,0,0
17321492,5,1
17321727,5,1
17321995,0,0
17322424,0,0
17322653,0,0
17322909,10,1
17323055,50,1
17323147,3,1
17323597,0,0
17323842,0,0
17324076,0,0
17324339,0,0
17324355,0,0
17324697,0,0
17324755,0,0
17324964,10,1
17325199,10,1
17325224,0,0
17325435,5,1
17325925,0,0
17326184,0,0
17326426,5,1
17326682,0,0
17326686,0,0
17327137,0,0
17327196,0,0
17327628,0,0
17327842,0,0
17328078,0,0
17328087,0,0
17328584,0,0
17328816,0,0
17328974,0,0
17329043,5,1
17329264,5,1
17329742,5,1
17329943,0,0
17330185,5,1
17330348,0,0
17330402,0,0
17330863,0,0
17330955,0,0
17331087,0,0
17331311,0,0
17331562,0,0
17331749,0,0
17332038,0,0
17332264,5,1
17332523,3,1
17332746,0,0
17332893,0,0
17333232,0,0
17333435,0,0
17333630,0,0
17333857,0,0
17334296,0,0
17334309,0,0
17334522,0,0
17334776,5,1
17335021,0,0
17335099,0,0
17335463,0,0
17335679,0,0
17335724,5,1
17335963,0,0
17336229,0,0
17336615,0,0
17336710,10,1
17336941,8,1
17337196,0,0
17337450,0,0
17337978,0,0
17338137,0,0
17338260,0,0
17338458,10,1
17338615,0,0
17338680,0,0
17339168,0,0
17339258,0,0
17339576,5,1
17339808,0,0
17340010,0,0
17340030,0,0
17340498,0,0
17340748,15,1
17340966,0,0
17341198,10,1
17341229,0,0
17341675,0,0
17341910,10,1
17342118,0,0
17342135,0,0
17342348,5,1
17342817,0,0
17343035,0,0
17343156,0,0
17343284,10,1
17343540,0,0
17343874,0,0
17343986,5,1
17344194,0,0
17344432,10,1
17344668,3,1
17345088,5,1
17345134,0,0
17345322,0,0
17345567,0,0
17345803,0,0
17345806,0,0
17346223,0,0
17346419,0,0
17346650,0,0
17346657,0,0
17346877,0,0
17347210,0,0
17347262,0,0
17347504,0,0
17347745,0,0
17347999,0,0
17348471,0,0
17348687,0,0
17348908,0,0
17349120,0,0
17349524,7,1
17349739,0,0
17349762,0,0
17349993,0,0
17350205,0,0
17350236,0,0
17350670,0,0
17350858,0,0
17350898,0,0
17351109,0,0
17351333,0,0
17351577,0,0
17351841,25,1
17352101,0,0
17352381,0,0
17352618,0,0
17353104,5,1
17353296,0,0
17353414,0,0
17353547,0,0
17353820,0,0
17354308,0,0
17354529,0,0
17354763,0,0
17354806,0,0
17355048,0,0
17355504,0,0
17355747,0,0
17355983,0,0
17356206,0,0
17356279,0,0
17356761,0,0
17356975,0,0
17357231,5,1
17357516,0,0
17357589,0,0
17357998,5,1
17358218,0,0
17358450,0,0
17358689,0,0
17359200,0,0
17359450,3,1
17359518,0,0
17359698,0,0
17359952,0,0
17360491,0,0
17360672,0,0
17360916,0,0
17361139,5,1
17361417,0,0
17361525,0,0
17361852,0,0
17362310,10,1
17362544,0,0
17362578,0,0
17362775,0,0
17363226,0,0
17363464,0,0
17363726,0,0
17363986,10,1
17364482,0,0
17364712,0,0
17365221,0,0
17365339,0,0
17365478,0,0
17365948,0,0
17366165,0,0
17366401,4,1
17366631,0,0
17366837,0,0
17367335,10,1
17367589,0,0
17367818,5,1
17368061,1,1
17368566,2,1
17368818,0,0
17369077,2,1
17369354,5,1
17369391,0,0
17369885,0,0
17370144,0,0
17370391,0,0
17370422,2,1
17370686,0,0
17371128,0,0
17371387,0,0
17371648,10,1
17371882,0,0
17372159,0,0
17372358,0,0
17372628,0,0
17372845,0,0
17373068,0,0
17373123,0,0
17373553,0,0
17373795,0,0
17374061,2,1
17374304,15,1
17374769,5,1
17374949,0,0
17375026,0,0
17375285,5,1
17375512,0,0
17375991,0,0
17376233,0,0
17376246,0,0
17376475,10,1
17376751,2,1
17377273,5,1
17377535,0,0
17377790,0,0
17378015,2,1
17378510,0,0
17378750,0,0
17378755,0,0
17378998,0,0
17379458,0,0
17379994,0,0
17380245,0,0
17380493,0,0
17380736,0,0
17381242,0,0
17381460,0,0
17381499,5,1
17381743,0,0
17381987,0,0
17382514,0,0
17382816,0,0
17382829,0,0
17383053,0,0
17383317,0,0
17383900,0,0
17384069,0,0
17384148,0,0
17384417,10,1
17384643,0,0
17385129,0,0
17385374,0,0
17385644,0,0
17385877,5,1
17386315,0,0
17386560,0,0
17386791,0,0
17387058,0,0
17387549,5,1
17387785,0,0
17388027,5,1
17388252,0,0
17388451,0,0
17388787,0,0
17389037,0,0
17389241,0,0
17389492,7,1
17389945,0,0
17390142,0,0
17390157,0,0
17390397,0,0
17390586,5,1
17391070,0,0
17391092,5,1
17391358,0,0
17391632,10,1
17391886,15,1
17392526,10,1
17392795,0,0
17393012,0,0
17393257,0,0
17393724,0,0
17393970,0,0
17394188,0,0
17394462,0,0
17394632,0,0
17394984,0,0
17395221,0,0
17395464,0,0
17395750,10,1
17396254,0,0
17396541,0,0
17396783,0,0
17396825,0,0
17397036,0,0
17397496,0,0
17397744,0,0
17397964,5,1
17398131,0,0
17398201,0,0
17398683,5,1
17398960,0,0
17399207,0,0
17399451,0,0
17399515,0,0
17399991,0,0
17400241,0,0
17400504,0,0
17400775,2,1
17400778,0,0
17401323,10,1
17401557,0,0
17401895,0,0
17402176,5,1
17402734,0,0
17403004,0,0
17403264,3,1
17403416,0,0
17403515,0,0
17403976,0,0
17404231,0,0
17404503,0,0
17404647,0,0
17404771,0,0
17405287,0,0
17405536,0,0
17405752,0,0
17405800,10,1
17406054,0,0
17406547,0,0
17406659,0,0
17406840,0,0
17407067,0,0
17407292,0,0
17407775,0,0
17408080,0,0
17408367,0,0
17408567,0,0
17408630,0,0
17409191,0,0
17409412,0,0
17409424,0,0
17409644,0,0
17409834,0,0
17409952,0,0
17410200,0,0
17410388,0,0
17410392,0,0
17410587,0,0
17410773,0,0
17411128,0,0
17411145,5,1
17411328,10,1
17411577,0,0
17411836,5,1
17412010,0,0
17412309,3,1
17412532,0,0
17412757,0,0
17413010,0,0
17413158,0,0
17413450,10,1
17413720,0,0
17413730,0,0
17414002,10,1
17414224,0,0
17414743,2,1
17415021,0,0
17415280,10,1
17415489,0,0
17415535,0,0
17416057,10,1
17416329,0,0
17416584,2,1
17416860,5,1
17417330,0,0
17417364,0,0
17417597,0,0
17417849,0,0
17418154,0,0
17418686,0,0
17418985,0,0
17419244,0,0
17419334,0,0
17419507,0,0
17420067,5,1
17420303,0,0
17420519,5,1
17420761,0,0
17420968,0,0
17421208,0,0
17421489,0,0
17421949,0,0
17422180,0,0
17422672,0,0
17422897,2,1
17423119,0,0
17423374,0,0
17423875,0,0
17423921,0,0
17424104,0,0
17424380,15,1
17424595,0,0
17425094,0,0
17425360,0,0
17425633,10,1
17425885,0,0
17426387,0,0
17426657,0,0
17426890,2,1
17427167,0,0
17427507,0,0
17427657,0,0
17427945,0,0
17428203,27,1
17428465,10,1
17428981,5,1
17429238,5,1
17429495,2,1
17429542,0,0
17429761,0,0
17430224,0,0
17430297,0,0
17430458,5,1
17430675,2,1
17430909,25,1
17431381,0,0
17431634,0,0
17431891,0,0
17432152,0,0
17432642,0,0
17432661,0,0
17432908,5,1
17433159,0,0
17433417,4,1
17434015,5,1
17434247,0,0
17434315,0,0
17434593,0,0
17434864,0,0
17435348,0,0
17435387,0,0
17435649,0,0
17435922,0,0
17436229,0,0
17436699,0,0
17436718,0,0
17436977,0,0
17437252,0,0
17437495,5,1
17437980,0,0
17438251,5,1
17438529,0,0
17438758,0,0
17439237,5,1
17439511,5,1
17439780,0,0
17439784,0,0
17440044,25,1
17440536,0,0
17440774,0,0
17441055,0,0
17441342,2,1
17441934,0,0
17442183,0,0
17442245,0,0
17442466,3,1
17442768,0,0
17443273,0,0
17443514,10,1
17444019,3,1
17444178,0,0
17444279,0,0
17444791,0,0
17445052,0,0
17445349,0,0
17445564,0,0
17446074,0,0
17446334,10,1
17446622,0,0
17446810,5,1
17446850,0,0
17447366,0,0
17447638,0,0
17447876,0,0
17448086,0,0
17448589,5,1
17448845,0,0
17449074,0,0
17449266,5,1
17449723,10,1
17449973,2,1
17450225,0,0
17450517,0,0
17450542,0,0
17451134,0,0
17451423,0,0
17451671,0,0
17451936,2,1
17452466,0,0
17452740,0,0
17453023,2,1
17453283,0,0
17453838,0,0
17454145,5,1
17454460,0,0
17454502,0,0
17454785,0,0
17455318,0,0
17455556,0,0
17455649,0,0
17455762,0,0
17456016,0,0
17456472,2,1
17456721,0,0
17456722,0,0
17456950,0,0
17457195,0,0
17457680,0,0
17457907,0,0
17458149,10,1
17458414,0,0
17458965,0,0
17459213,0,0
17459464,0,0
17459707,10,1
17460251,0,0
17460526,3,1
17460778,5,1
17460960,0,0
17461029,0,0
17461582,0,0
17461857,5,1
17462130,0,0
17462412,3,1
17462937,0,0
17463192,0,0
17463237,0,0
17463489,0,0
17463762,0,0
17464303,0,0
17464585,0,0
17464748,0,0
17464834,0,0
17465097,5,1
17465604,0,0
17466204,5,1
17466442,0,0
17466504,0,0
17467021,0,0
17467265,0,0
17467503,15,1
17467811,0,0
17468283,2,1
17468540,0,0
17468719,5,1
17468753,0,0
17468908,0,0
17469193,0,0
17469269,0,0
17469439,0,0
17469681,0,0
17469901,0,0
17469918,0,0
17470422,5,1
17470661,5,1
17470880,0,0
17470928,0,0
17471181,0,0
17471712,0,0
17471969,0,0
17472189,20,1
17472443,0,0
17472771,0,0
17472933,5,1
17473179,0,0
