"date","cust","sales"
1995-05-01,18789001,5
1995-05-01,18789652,10
1995-05-01,18790087,5
1995-05-01,18792158,5
1995-05-01,18792875,5
1995-05-01,18795334,32
1995-05-01,18797050,11
1995-05-01,18797862,12
1995-05-01,18801294,5
1995-05-01,18803289,5
1995-05-01,18803506,5
1995-05-01,18804549,5
1995-05-01,18805454,20
1995-05-01,18805675,5
1995-05-01,18806491,25
1995-05-01,18806701,4
1995-05-01,18807559,12
1995-05-01,18810635,5
1995-05-01,18811455,5
1995-05-01,18814756,5
1995-05-01,18816599,5
1995-05-01,18817437,5
1995-05-01,18818048,20
1995-05-01,18820109,20
1995-05-01,18820757,5
1995-05-01,18820968,12
1995-05-01,18822622,5
1995-05-01,18823882,20
1995-05-01,18825849,5
1995-05-01,18827085,4
1995-05-01,18827546,5
1995-05-01,18832475,20
1995-05-01,18833137,5
1995-05-01,18833559,20
1995-05-01,18834595,3
1995-05-01,18838469,20
1995-05-01,18839876,5
1995-05-01,18841360,2
1995-05-01,18843638,3
1995-05-01,18845687,13
1995-05-01,18846348,5
1995-05-01,18847162,10
1995-05-01,18847374,10
1995-05-01,18848327,11
1995-05-01,18848701,10
1995-05-01,18851353,5
1995-05-01,18852822,5
1995-05-01,18853451,2
1995-05-01,18856272,10
1995-05-01,18856506,25
1995-05-01,18857533,3
1995-05-01,18858405,12
1995-05-01,18859623,5
1995-05-01,18861346,15
1995-05-01,18861685,5
1995-05-01,18864742,10
1995-05-01,18864973,5
1995-05-01,18868984,10
1995-05-01,18871724,10
1995-05-01,18873744,27
1995-05-01,18874131,5
1995-05-01,18876228,10
1995-05-01,18878464,20
1995-05-01,18878645,10
1995-05-01,18879692,15
1995-05-01,18880503,5
1995-05-01,18883694,5
1995-05-01,18885694,15
1995-05-01,18885917,6
1995-05-01,18886122,10
1995-05-01,18888951,5
1995-05-01,18889153,3
1995-05-01,18891610,20
1995-05-01,18892890,6
1995-05-01,18893991,12
1995-05-01,18894912,12
1995-05-01,18895339,25
1995-05-01,18896393,5
1995-05-01,18897502,10
1995-05-01,18898862,5
1995-05-01,18899785,10
1995-05-01,18902944,2
1995-05-01,18903391,12
1995-05-01,18903823,3
1995-05-01,18905594,10
1995-05-01,18906715,12
1995-05-01,18907588,10
1995-05-01,18910096,20
1995-05-01,18912382,5
1995-05-01,18912971,20
1995-05-01,18913193,5
1995-05-01,18913927,5
1995-05-01,18914178,10
1995-05-01,18914671,10
1995-05-01,18915112,10
1995-05-01,18917304,5
1995-05-01,18917516,5
1995-05-01,18917753,10
1995-05-01,18918665,10
1995-05-01,18919116,5
1995-05-01,18919573,5
1995-05-01,18919791,10
1995-05-01,18920626,20
1995-05-01,18920884,7
1995-05-01,18921342,5
1995-05-01,18922024,15
1995-05-01,18923994,20
1995-05-01,18924443,3
1995-05-01,18925786,5
1995-05-01,18926889,8
1995-05-01,18930850,5
1995-05-01,18931990,25
1995-05-01,18932442,5
1995-05-01,18932899,5
1995-05-01,18933534,5
1995-05-01,18934229,10
1995-05-01,18934425,10
1995-05-01,18935022,5
1995-05-01,18935237,10
1995-05-01,18935454,5
1995-05-01,18937493,5
1995-05-01,18939147,2
1995-05-01,18940702,5
1995-05-01,18940908,12
1995-05-01,18941124,10
1995-05-01,18941698,5
1995-05-01,18942394,3
1995-05-01,18945317,2
1995-05-01,18945977,25
1995-05-01,18946444,10
1995-05-01,18946691,10
1995-05-01,18947233,50
1995-05-01,18948215,10
1995-05-01,18948448,10
1995-05-01,18949119,5
1995-05-01,18949973,10
1995-05-01,18952812,10
1995-05-01,18956372,5
1995-05-01,18956804,5
1995-05-01,18957042,5
1995-05-01,18957897,15
1995-05-01,18958115,5
1995-05-01,18959399,5
1995-05-01,18960100,10
1995-05-01,18960333,5
1995-05-01,18961937,5
1995-05-01,18963521,5
1995-05-01,18964213,5
1995-05-01,18964664,5
1995-05-01,18965124,8
1995-05-01,18965345,12
1995-05-01,18966222,15
1995-05-01,18966438,5
1995-05-01,18967102,8
1995-05-01,18967325,5
1995-05-01,18968438,10
1995-05-01,18968689,2
1995-05-01,18969113,8
1995-05-01,18969531,10
1995-05-01,18969792,5
1995-05-01,18970950,12
1995-05-01,18972963,10
1995-05-01,18974089,10
1995-05-01,18974275,20
1995-05-01,18974677,5
1995-05-01,18975343,5
1995-05-01,18976331,5
1995-05-01,18977308,5
1995-05-01,18977555,2
1995-05-01,18977791,5
1995-05-01,18978427,10
1995-05-01,18979625,10
1995-05-01,18981837,2
1995-05-01,18982532,5
1995-05-01,18983003,10
1995-05-01,18983249,5
1995-05-01,18987260,5
1995-05-01,18989547,5
1995-05-01,18990445,10
1995-05-01,18991494,25
1995-05-01,18991700,3
1995-05-01,18992468,5
1995-05-01,18994206,8
1995-05-01,18994685,15
1995-05-01,18995820,5
1995-05-01,18996022,5
1995-05-01,18996460,10
1995-05-01,18998304,10
1995-05-01,19000670,5
1995-05-01,19002782,10
1995-05-01,19004908,5
1995-05-01,19010173,10
1995-05-01,19010393,5
1995-05-01,19010637,3
1995-05-01,19011818,12
1995-05-01,19012326,5
1995-05-01,19012951,5
1995-05-01,19014750,8
1995-05-01,19015185,5
1995-05-01,19015779,10
1995-05-01,19016011,5
1995-05-01,19016234,5
1995-05-01,19019686,3
1995-05-01,19020622,20
1995-05-01,19020904,5
1995-05-01,19022848,5
1995-05-01,19025324,8
1995-05-01,19028260,10
1995-05-01,19029016,20
1995-05-01,19029428,12
1995-05-01,19030696,5
1995-05-01,19031954,20
1995-05-01,19032858,5
1995-05-01,19033982,25
1995-05-01,19034220,10
1995-05-01,19034962,5
1995-05-01,19035978,3
1995-05-01,19037416,3
1995-05-01,19039881,3
1995-05-01,19040083,27
1995-05-01,19043443,4
1995-05-01,19044840,8
1995-05-01,19045105,10
1995-05-01,19046113,20
1995-05-01,19046350,20
1995-05-01,19047085,5
1995-05-01,19047589,12
1995-05-01,19049288,11
1995-05-01,19052551,12
1995-05-01,19053750,10
1995-05-01,19054910,5
1995-05-01,19055867,12
1995-05-01,19056351,10
1995-05-01,19056774,5
1995-05-01,19057011,10
1995-05-01,19057492,3
1995-05-01,19057955,10
1995-05-01,19058187,5
1995-05-01,19058698,20
1995-05-01,19059191,12
1995-05-01,19059441,15
1995-05-01,19060926,5
1995-05-01,19062210,10
1995-05-01,19062451,5
1995-05-01,19064525,27
1995-05-01,19068800,100
1995-05-01,19072308,10
1995-05-01,19073272,5
1995-05-01,19074505,10
1995-05-01,19075986,5
1995-05-01,19076201,5
1995-05-01,19076446,8
1995-05-01,19077663,3
1995-05-01,19082645,50
1995-05-01,19083419,12
1995-05-01,19084733,5
1995-05-01,19084969,10
1995-05-01,19085228,5
1995-05-01,19086950,20
1995-05-01,19087403,8
1995-05-01,19092007,8
1995-05-01,19092965,18
1995-05-01,19094941,20
1995-05-01,19095403,10
1995-05-01,19096372,5
1995-05-01,19097572,4
1995-05-01,19097824,15
1995-05-01,19098803,10
1995-05-01,19100453,10
1995-05-01,19100903,15
1995-05-01,19101584,10
1995-05-01,19102272,10
1995-05-01,19103648,5
1995-05-01,19103867,5
1995-05-01,19106334,5
1995-05-01,19106822,3
1995-05-01,19109197,10
1995-05-01,19110994,4
1995-05-01,19112143,8
1995-05-01,19113092,15
1995-05-01,19114082,5
1995-05-01,19116346,20
1995-05-01,19116602,7
1995-05-01,19116865,10
1995-05-01,19118343,5
1995-05-01,19118611,10
1995-05-01,19119593,8
1995-05-01,19120158,8
1995-05-01,19120815,8
1995-05-01,19122414,5
1995-05-01,19124949,5
1995-05-01,19125180,25
1995-05-01,19127881,5
1995-05-01,19130314,5
1995-05-01,19130828,25
1995-05-01,19131056,2
1995-05-01,19131530,10
1995-05-01,19132490,5
1995-05-01,19133623,10
1995-05-01,19136170,10
1995-05-01,19136365,10
1995-05-01,19137503,5
1995-05-01,19139836,27
1995-05-01,19141409,5
1995-05-01,19142859,5
1995-05-01,19144305,10
1995-05-01,19149046,10
1995-05-01,19150226,5
1995-05-01,19150459,10
1995-05-01,19154610,20
1995-05-01,19155352,20
1995-05-01,19155588,5
1995-05-01,19155791,20
1995-05-01,19155997,10
1995-05-01,19156660,12
1995-05-01,19158034,2
1995-05-01,19158292,5
1995-05-01,19159168,10
1995-05-01,19162448,10
1995-05-01,19163410,12
1995-05-01,19163654,10
1995-05-01,19164060,5
1995-05-01,19164966,10
1995-05-01,19165211,5
1995-05-01,19166331,10
1995-05-01,19167455,10
1995-05-01,19168675,2
1995-05-01,19168933,5
1995-05-01,19170352,10
1995-05-01,19170621,10
1995-05-01,19171153,10
1995-05-01,19171650,5
1995-05-01,19172885,15
1995-05-01,19173157,15
1995-05-01,19176309,5
1995-05-01,19176600,5
1995-05-01,19177235,3
1995-05-01,19178177,10
1995-05-01,19178574,10
1995-05-01,19179374,20
1995-05-01,19179618,5
1995-05-01,19179846,10
1995-05-01,19181801,25
1995-05-01,19182997,20
1995-05-01,19183456,20
1995-05-01,19184148,5
1995-05-01,19184427,10
1995-05-01,19186320,10
1995-05-01,19186798,10
1995-05-01,19187921,18
1995-05-01,19188149,10
1995-05-01,19189816,20
1995-05-01,19190477,25
1995-05-01,19191158,5
1995-05-01,19192680,3
1995-05-01,19192952,10
1995-05-01,19193644,5
1995-05-01,19193893,5
1995-05-01,19194154,5
1995-05-01,19194634,8
1995-05-01,19195990,20
1995-05-01,19198251,5
1995-05-01,19198741,5
1995-05-01,19199000,10
1995-05-01,19200625,10
1995-05-01,19201732,25
1995-05-01,19203118,5
1995-05-01,19204710,20
1995-05-01,19205204,10
1995-05-01,19206391,5
1995-05-01,19207830,3
1995-05-01,19207830,5
1995-05-01,19208800,32
1995-05-01,19209278,10
1995-05-01,19209512,8
1995-05-01,19211134,5
1995-05-01,19211519,10
1995-05-01,19212185,10
1995-05-01,19212925,12
1995-05-01,19214816,8
1995-05-01,19215743,5
1995-05-01,19217276,5
1995-05-01,19218781,5
1995-05-01,19219725,5
1995-05-01,19219947,3
1995-05-01,19220406,10
1995-05-01,19221822,8
1995-05-01,19222056,10
1995-05-01,19222751,5
1995-05-01,19224850,5
1995-05-01,19225834,20
1995-05-01,19226609,12
1995-05-01,19226888,8
1995-05-01,19228345,5
1995-05-01,19229008,8
1995-05-01,19229246,5
1995-05-01,19230449,5
1995-05-01,19232642,10
1995-05-01,19233129,8
1995-05-01,19233606,5
1995-05-01,19234114,2
1995-05-01,19235051,2
1995-05-01,19236201,2
1995-05-01,19236407,5
1995-05-01,19237381,5
1995-05-01,19237614,5
1995-05-01,19238809,10
1995-05-01,19239717,10
1995-05-01,19239960,12
1995-05-01,19240854,11
1995-05-01,19242322,8
1995-05-01,19244860,18
1995-05-01,19245313,5
1995-05-01,19245803,10
1995-05-01,19246056,27
1995-05-01,19247666,5
1995-05-01,19248174,12
1995-05-01,19248396,10
1995-05-01,19248831,10
1995-05-01,19249318,15
1995-05-01,19250823,10
1995-05-01,19251544,10
1995-05-01,19251754,10
1995-05-01,19251934,3
1995-05-01,19252362,15
1995-05-01,19252821,10
1995-05-01,19253460,9
1995-05-01,19254131,10
1995-05-01,19254999,5
1995-05-01,19255699,5
1995-05-01,19256919,36
1995-05-01,19258644,10
1995-05-01,19260302,12
1995-05-01,19260773,10
1995-05-01,19261226,2
1995-05-01,19262239,5
1995-05-01,19262717,5
1995-05-01,19263860,5
1995-05-01,19265104,5
1995-05-01,19266099,5
1995-05-01,19266316,10
1995-05-01,19267997,5
1995-05-01,19269882,12
1995-05-01,19270146,8
1995-05-01,19270890,5
1995-05-01,19274751,5
1995-05-01,19275953,5
1995-05-01,19278553,3
1995-05-01,19278812,20
1995-05-01,19279560,5
1995-05-01,19282055,10
1995-05-01,19282265,5
1995-05-01,19283949,5
1995-05-01,19284591,5
1995-05-01,19284835,20
1995-05-01,19285056,5
1995-05-01,19286611,8
1995-05-01,19287065,5
1995-05-01,19287284,10
1995-05-01,19288000,5
1995-05-01,19288422,10
1995-05-01,19290461,5
1995-05-01,19291152,5
1995-05-01,19291371,10
1995-05-01,19292505,5
1995-05-01,19293438,12
1995-05-01,19296891,10
1995-05-01,19298553,8
1995-05-01,19299909,15
1995-05-01,19300981,5
1995-05-01,19304060,8
1995-05-01,19304309,10
1995-05-01,19306357,2
1995-05-01,19306612,5
1995-05-01,19307894,5
1995-05-01,19309048,3
1995-05-01,19309696,5
1995-05-01,19311345,10
1995-05-01,19314224,15
1995-05-01,19314750,5
1995-05-01,19315407,5
1995-05-01,19315898,10
1995-05-01,19316136,10
1995-05-01,19318562,7
1995-05-01,19321792,5
1995-05-01,19324854,5
1995-05-01,19325277,5
1995-05-01,19325494,15
1995-05-01,19326151,5
1995-05-01,19328172,11
1995-05-01,19328361,5
1995-05-01,19328548,5
1995-05-01,19329197,15
1995-05-01,19329669,5
1995-05-01,19330760,11
1995-05-01,19331490,10
1995-05-01,19333749,10
1995-05-01,19333958,8
1995-05-01,19334890,20
1995-05-01,19335139,5
1995-05-01,19336302,8
1995-05-01,19337190,5
1995-05-01,19337446,5
1995-05-01,19339568,12
1995-05-01,19339999,15
1995-05-01,19340232,5
1995-05-01,19340674,10
1995-05-01,19340911,15
1995-05-01,19341118,5
1995-05-01,19343303,10
1995-05-01,19344368,18
1995-05-01,19346113,5
1995-05-01,19348969,5
1995-05-01,19349651,10
1995-05-01,19350917,5
1995-05-01,19351425,11
1995-05-01,19352382,5
1995-05-01,19352627,5
1995-05-01,19353311,10
1995-05-01,19353776,20
1995-05-01,19354597,5
1995-05-01,19355259,5
1995-05-01,19356538,10
1995-05-01,19357957,20
1995-05-01,19358403,5
1995-05-01,19359251,12
1995-05-01,19360211,10
1995-05-01,19361812,20
1995-05-01,19362717,5
1995-05-01,19363445,10
1995-05-01,19363699,10
1995-05-01,19363910,5
1995-05-01,19365743,5
1995-05-01,19367060,20
1995-05-01,19368219,5
1995-05-01,19370728,2
1995-05-01,19371638,10
1995-05-01,19372050,10
1995-05-01,19372692,10
1995-05-01,19372884,5
1995-05-01,19374842,12
1995-05-01,19375054,20
1995-05-01,19376166,5
1995-05-01,19377351,5
1995-05-01,19378780,10
1995-05-01,19384697,5
1995-05-01,19385417,10
1995-05-01,19386276,2
1995-05-01,19386964,10
1995-05-01,19388837,10
1995-05-01,19390462,3
1995-05-01,19391684,3
1995-05-01,19392179,7
1995-05-01,19392866,20
1995-05-01,19395615,18
1995-05-01,19396130,11
1995-05-01,19396376,5
1995-05-01,19398318,10
1995-05-01,19399248,5
1995-05-01,19399728,20
1995-05-01,19400581,5
1995-05-01,19400991,5
1995-05-01,19402041,2
1995-05-01,19403118,5
1995-05-01,19404961,8
1995-05-01,19405876,5
1995-05-01,19407017,5
1995-05-01,19408838,10
1995-05-01,19411910,5
1995-05-01,19412989,2
1995-05-01,19413884,10
1995-05-01,19414100,5
1995-05-01,19414591,10
1995-05-01,19415039,20
1995-05-01,19415278,10
1995-05-01,19416167,5
1995-05-01,19416615,8
1995-05-01,19417503,3
1995-05-01,19419130,5
1995-05-01,19421125,8
1995-05-01,19421374,5
1995-05-01,19424919,15
1995-05-01,19426029,5
1995-05-01,19426795,5
1995-05-01,19428081,5
1995-05-01,19428580,5
1995-05-01,19430844,10
1995-05-01,19432695,25
1995-05-01,19432916,10
1995-05-01,19434287,10
1995-05-01,19434776,8
1995-05-01,19435201,25
1995-05-01,19435437,5
1995-05-01,19437732,12
1995-05-01,19438682,20
1995-05-01,19440674,10
1995-05-01,19441612,10
1995-05-01,19443457,5
1995-05-01,19444150,5
1995-05-01,19445528,8
1995-05-01,19446212,15
1995-05-01,19448409,18
1995-05-01,19448875,2
1995-05-01,19449100,5
1995-05-01,19449531,3
1995-05-01,19451065,10
1995-05-01,19453433,100
1995-05-01,19454138,8
1995-05-01,19454348,8
1995-05-01,19457665,3
1995-05-01,19458183,5
1995-05-01,19458914,20
1995-05-01,19460274,8
1995-05-01,19460507,4
1995-05-01,19461183,5
1995-05-01,19462755,5
1995-05-01,19462999,10
1995-05-01,19464583,10
1995-05-01,19464826,12
1995-05-01,19465106,5
1995-05-01,19465776,11
1995-05-01,19466532,10
1995-05-01,19467147,5
1995-05-01,19468068,20
1995-05-01,19468523,5
1995-05-01,19468779,25
1995-05-01,19470790,5
1995-05-01,19471036,5
1995-05-01,19472000,5
1995-05-01,19472255,5
1995-05-01,19475602,5
1995-05-01,19476428,5
1995-05-01,19476645,5
1995-05-01,19477087,10
1995-05-01,19477509,6
1995-05-01,19479063,6
1995-05-01,19479721,5
1995-05-01,19481103,5
1995-05-01,19483164,5
1995-05-01,19483358,10
1995-05-01,19485209,5
1995-05-01,19485408,18
1995-05-01,19486779,5
1995-05-01,19488031,5
1995-05-01,19489473,5
1995-05-01,19490523,5
1995-05-01,19491549,8
1995-05-01,19491783,8
1995-05-01,19493193,10
1995-05-01,19493854,10
1995-05-01,19496029,100
1995-05-01,19496671,10
1995-05-01,19497066,5
1995-05-01,19497641,10
1995-05-01,19497864,5
1995-05-01,19500409,10
1995-05-01,19501494,11
1995-05-01,19502888,15
1995-05-01,19503355,5
1995-05-01,19503844,10
1995-05-01,19504943,5
1995-05-01,19505204,10
1995-05-01,19506418,10
1995-05-01,19508643,15
1995-05-01,19509543,8
1995-05-01,19510216,8
1995-05-01,19510927,11
1995-05-01,19512957,5
1995-05-01,19515229,10
1995-05-01,19515466,5
1995-05-01,19515654,5
1995-05-01,19517974,5
1995-05-01,19518435,4
1995-05-01,19518881,10
1995-05-01,19519991,10
1995-05-01,19520234,3
1995-05-01,19521413,20
1995-05-01,19521806,15
1995-05-01,19523136,10
1995-05-01,19526192,10
1995-05-01,19527581,6
1995-05-01,19527820,3
1995-05-01,19528094,10
1995-05-01,19529214,5
1995-05-01,19530340,5
1995-05-01,19530790,12
1995-05-01,19531017,20
1995-05-01,19531970,10
1995-05-01,19534435,8
1995-05-01,19535551,2
1995-05-01,19535782,5
1995-05-01,19537031,5
1995-05-01,19537266,20
1995-05-01,19537760,5
1995-05-01,19538199,10
1995-05-01,19539144,5
1995-05-01,19539690,5
1995-05-01,19541234,10
1995-05-01,19541467,2
1995-05-01,19542614,10
1995-05-01,19542816,20
1995-05-01,19544588,20
1995-05-01,19545319,10
1995-05-01,19545848,5
1995-05-01,19547654,15
1995-05-01,19548582,8
1995-05-01,19548806,5
1995-05-01,19551590,12
1995-05-01,19552031,10
1995-05-01,19552649,15
1995-05-01,19553116,10
1995-05-01,19553815,5
1995-05-01,19554052,12
1995-05-01,19555408,5
1995-05-01,19557125,5
1995-05-01,19557503,27
1995-05-01,19558144,10
1995-05-01,19558358,8
1995-05-01,19560363,12
1995-05-01,19561055,5
1995-05-01,19561766,5
1995-05-01,19563975,10
1995-05-01,19564172,5
1995-05-01,19564376,10
1995-05-01,19564376,12
1995-05-01,19565600,3
1995-05-01,19567695,6
1995-05-01,19568320,10
1995-05-01,19568724,5
1995-05-01,19568935,10
1995-05-01,19569347,3
1995-05-01,19571759,10
1995-05-01,19571973,5
1995-05-01,19575688,5
1995-05-01,19578848,10
1995-05-01,19580084,5
1995-05-01,19580323,5
1995-05-01,19581481,8
1995-05-01,19582952,20
1995-05-01,19585087,5
1995-05-01,19587595,5
1995-05-01,19588728,5
1995-05-01,19589119,11
1995-05-01,19589681,5
1995-05-01,19590432,5
1995-05-01,19591501,5
1995-05-01,19591717,10
1995-05-01,19592163,5
1995-05-01,19593892,10
1995-05-01,19595433,10
1995-05-01,19596569,10
1995-05-01,19597715,10
1995-05-01,19599111,5
1995-05-01,19599336,20
1995-05-01,19599543,18
1995-05-01,19600722,12
1995-05-01,19601150,5
1995-05-01,19605240,5
1995-05-01,19605872,15
1995-05-01,19606110,5
1995-05-01,19606556,5
1995-05-01,19606996,5
1995-05-01,19607205,18
1995-05-01,19607645,8
1995-05-01,19608090,20
1995-05-01,19608771,20
1995-05-01,19609869,5
1995-05-01,19611981,20
1995-05-01,19614230,4
1995-05-01,19614647,3
1995-05-01,19615132,12
1995-05-01,19616022,15
1995-05-01,19616915,10
1995-05-01,19618653,12
1995-05-01,19619356,10
1995-05-01,19619788,10
1995-05-01,19620221,20
1995-05-01,19621341,10
1995-05-01,19622668,5
1995-05-01,19622932,8
1995-05-01,19623410,5
1995-05-01,19623856,5
1995-05-01,19624593,5
1995-05-01,19624799,5
1995-05-01,19627162,5
1995-05-01,19629873,12
1995-05-01,19630623,5
1995-05-01,19631259,8
1995-05-01,19633303,5
1995-05-01,19634401,10
1995-05-01,19635045,5
1995-05-01,19636968,15
1995-05-01,19639696,15
1995-05-01,19640160,3
1995-05-01,19640371,10
1995-05-01,19641030,3
1995-05-01,19641224,5
1995-05-01,19641450,20
1995-05-01,19643094,20
1995-05-01,19643534,5
1995-05-01,19643790,5
1995-05-01,19644222,5
1995-05-01,19644924,5
1995-05-01,19645950,5
1995-05-01,19646199,2
1995-05-01,19647948,25
1995-05-01,19649813,5
1995-05-01,19650678,20
1995-05-01,19651673,5
1995-05-01,19652612,10
1995-05-01,19653802,10
1995-05-01,19654034,5
1995-05-01,19654267,5
1995-05-01,19654855,10
1995-05-01,19655203,5
1995-05-01,19655376,3
1995-05-01,19656120,10
1995-05-01,19656729,5
1995-05-01,19657189,10
1995-05-01,19657397,5
1995-05-01,19659187,10
1995-05-01,19660073,18
1995-05-01,19663191,5
1995-05-01,19663638,10
1995-05-01,19664090,20
1995-05-01,19664997,5
1995-05-01,19666382,8
1995-05-01,19667110,5
1995-05-01,19667437,10
1995-05-01,19669142,15
1995-05-01,19669535,10
1995-05-01,19669868,3
1995-05-01,19670914,5
1995-05-01,19671632,5
1995-05-01,19672217,15
1995-05-01,19672500,20
1995-05-01,19672847,20
1995-05-01,19673161,10
1995-05-01,19673872,10
1995-05-01,19674221,15
1995-05-01,19675946,8
1995-05-01,19677874,3
1995-05-01,19678166,15
1995-05-01,19679125,10
1995-05-01,19679441,5
1995-05-01,19680886,5
1995-05-01,19682373,10
1995-05-01,19684381,10
1995-05-01,19686803,15
1995-05-01,19687784,8
1995-05-01,19688528,20
1995-05-01,19689174,25
1995-05-01,19689506,25
1995-05-01,19690129,10
1995-05-01,19690815,8
1995-05-01,19691223,8
1995-05-01,19691471,5
1995-05-01,19692508,25
1995-05-01,19693576,12
1995-05-01,19693918,8
1995-05-01,19696808,20
1995-05-01,19697527,5
1995-05-01,19698938,15
1995-05-01,19700263,5
1995-05-01,19700567,10
1995-05-01,19700920,5
1995-05-01,19702324,10
1995-05-01,19703384,25
1995-05-01,19704051,10
1995-05-01,19705212,15
1995-05-01,19705577,6
1995-05-01,19705990,5
1995-05-01,19706352,10
1995-05-01,19708201,5
1995-05-01,19708882,10
1995-05-01,19709214,11
1995-05-01,19710001,15
1995-05-01,19710671,5
1995-05-01,19711354,5
1995-05-01,19712430,10
1995-05-01,19712723,25
1995-05-01,19713472,5
1995-05-01,19715292,10
1995-05-01,19718143,8
1995-05-01,19722630,5
1995-05-01,19725588,10
1995-05-01,19725960,10
1995-05-01,19726344,5
1995-05-01,19727088,5
1995-05-01,19727428,10
1995-05-01,19728167,5
1995-05-01,19728837,15
1995-05-01,19729561,10
1995-05-01,19729964,10
1995-05-01,19730690,10
1995-05-01,19731475,8
1995-05-01,19731816,10
1995-05-01,19732845,10
1995-05-01,19733573,15
1995-05-01,19734067,5
1995-05-01,19734793,10
1995-05-01,19735194,10
1995-05-01,19737346,5
1995-05-01,19737755,12
1995-05-01,19739516,3
1995-05-01,19740141,8
1995-05-01,19740454,5
1995-05-01,19740748,10
1995-05-01,19741125,5
1995-05-01,19741125,5
1995-05-01,19741832,25
1995-05-01,19742180,10
1995-05-01,19742844,10
1995-05-01,19743920,8
1995-05-01,19744359,5
1995-05-01,19747501,8
1995-05-01,19748188,2
1995-05-01,19748913,2
1995-05-01,19749315,5
1995-05-01,19750031,10
1995-05-01,19750749,8
1995-05-01,19751098,5
1995-05-01,19751820,5
1995-05-01,19752473,8
1995-05-01,19752808,8
1995-05-01,19753637,5
1995-05-01,19754462,5
1995-05-01,19756344,5
1995-05-01,19756697,5
1995-05-01,19757400,18
1995-05-01,19758106,8
1995-05-01,19759100,10
1995-05-01,19759804,5
1995-05-01,19760528,5
1995-05-01,19760903,6
1995-05-01,19763792,10
1995-05-01,19764492,10
1995-05-01,19765975,10
1995-05-01,19766947,3
1995-05-01,19767244,5
1995-05-01,19767581,5
1995-05-01,19767949,5
1995-05-01,19768632,10
1995-05-01,19769799,5
1995-05-01,19771691,10
1995-05-01,19773383,8
1995-05-01,19774078,5
1995-05-01,19775170,5
1995-05-01,19775914,25
1995-05-01,19776249,20
1995-05-01,19776603,5
1995-05-01,19777676,5
1995-05-01,19778070,11
1995-05-01,19779747,5
1995-05-01,19780145,5
1995-05-01,19780513,5
1995-05-01,19781540,8
1995-05-01,19782671,10
1995-05-01,19784147,20
1995-05-01,19784574,10
1995-05-01,19785289,8
1995-05-01,19785899,10
1995-05-01,19786222,5
1995-05-01,19787266,12
1995-05-01,19787585,15
1995-05-01,19787980,12
1995-05-01,19788733,10
1995-05-01,19789094,10
1995-05-01,19789427,10
1995-05-01,19789850,8
1995-05-01,19792395,5
1995-05-01,19793104,12
1995-05-01,19793502,5
1995-05-01,19793903,10
1995-05-01,19794260,5
1995-05-01,19795336,11
1995-05-01,19795672,3
1995-05-01,19797968,10
1995-05-01,19798986,10
1995-05-01,19799649,5
1995-05-01,19800300,5
1995-05-01,19800620,3
1995-05-01,19800918,10
1995-05-01,19802606,10
1995-05-01,19802980,10
1995-05-01,19803690,5
1995-05-01,19804146,5
1995-05-01,19804848,8
1995-05-01,19806580,6
1995-05-01,19807268,5
1995-05-01,19807986,8
1995-05-01,19809009,10
1995-05-01,19810027,8
1995-05-01,19811764,5
1995-05-01,19812456,5
1995-05-01,19813140,20
1995-05-01,19814227,10
1995-05-01,19814567,10
1995-05-01,19814944,5
1995-05-01,19815949,15
1995-05-01,19818628,10
1995-05-01,19819823,8
1995-05-01,19820157,15
1995-05-01,19820532,8
1995-05-01,19821585,27
1995-05-01,19821950,5
1995-05-01,19823386,3
1995-05-01,19823698,7
1995-05-01,19824065,5
1995-05-01,19825517,6
1995-05-01,19827661,8
1995-05-01,19828016,5
1995-05-01,19829491,10
1995-05-01,19829880,5
1995-05-01,19831398,10
1995-05-01,19831759,5
1995-05-01,19832882,3
1995-05-01,19833218,10
1995-05-01,19833549,5
1995-05-01,19834236,5
1995-05-01,19834901,5
1995-05-01,19835945,8
1995-05-01,19836608,12
1995-05-01,19836950,5
1995-05-01,19838104,5
1995-05-01,19839890,6
1995-05-01,19840268,5
1995-05-01,19841444,5
1995-05-01,19842039,5
1995-05-01,19842410,2
1995-05-01,19844064,2
1995-05-01,19846615,5
1995-05-01,19847602,8
1995-05-01,19848604,3
1995-05-01,19850392,5
1995-05-01,19850723,10
1995-05-01,19851062,4
1995-05-01,19851787,8
1995-05-01,19852101,3
1995-05-01,19852488,11
1995-05-01,19852908,10
1995-05-01,19853629,5
1995-05-01,19854640,10
1995-05-01,19856457,12
1995-05-01,19857313,12
1995-05-01,19858536,8
1995-05-01,19859292,25
1995-05-01,19859550,10
1995-05-01,19860310,5
1995-05-01,19861138,5
1995-05-01,19862956,4
1995-05-01,19864323,8
1995-05-01,19864612,2
1995-05-01,19864948,10
1995-05-01,19866029,8
1995-05-01,19866408,11
1995-05-01,19866735,5
1995-05-01,19868789,11
1995-05-01,19869162,10
1995-05-01,19869803,25
1995-05-01,19870109,10
1995-05-01,19870838,5
1995-05-01,19871943,3
1995-05-01,19873753,8
1995-05-01,19874476,10
1995-05-01,19875155,5
1995-05-01,19876189,5
1995-05-01,19877237,10
1995-05-01,19877886,5
1995-05-01,19878507,10
1995-05-01,19879615,5
1995-05-01,19880305,5
1995-05-01,19880640,4
1995-05-01,19880970,5
1995-05-01,19881299,3
1995-05-01,19881984,5
